"","lhs","op","rhs","block","group","label","exo","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox","fmi"
"226","Depression","~~","Language_FU1",1,1,"",0,-0.0463021785084532,0.0162610823721314,-2.84742291126985,0.00440747673602782,-0.0781733143074699,-0.0144310427094365,-0.0463021785084532,-0.0265934696024084,-0.0463021785084532,0.00815747212089846
"227","Depression","~~","Material_deprivation",1,1,"",0,0.0147840017782404,0.00171268793596199,8.63204642703138,0,0.0114271951069987,0.0181408084494822,0.0147840017782404,0.0822137956323376,0.0147840017782404,0.0404907902060253
"228","Depression","~~","Social_deprivation",1,1,"",0,0.024324198855448,0.00179973313689785,13.5154475720634,0,0.020796786725345,0.0278516109855511,0.024324198855448,0.129415741807512,0.024324198855448,0.0412487711845213
"229","Depression","~~","Physical_activity",1,1,"",0,-0.506953438754661,0.0398799596299563,-12.7119847527091,0,-0.585116723334287,-0.428790154175035,-0.506953438754661,-0.125088497811178,-0.506953438754661,0.0932681099314141
"230","Depression","~~","MatINT",1,1,"",0,-0.00677739857760818,0.00159007369022427,-4.26231728710151,2.02317904496319e-05,-0.00989388574321244,-0.00366091141200392,-0.00677739857760818,-0.0428949609807924,-0.00677739857760818,0.144829319342251
"231","Depression","~~","SocINT",1,1,"",0,-0.00981991234743684,0.00168307729953001,-5.83449871861441,5.39525224496629e-09,-0.0131186832377126,-0.00652114145716109,-0.00981991234743684,-0.058569812870658,-0.00981991234743684,0.139154234519778
"232","Age_BL","~~","Age_BL",1,1,"",0,0.297094467899282,0.00390660215953102,76.0493277193467,0,0.289437668364675,0.304751267433889,0.297094467899282,1,0.297094467899282,-1.03237374204923e-07
"233","Age_BL","~~","Language_BL",1,1,"",0,-0.00390818211871573,0.00192067004748403,-2.0348014089329,0.0418708592593735,-0.00767262623796926,-0.000143737999462195,-0.00390818211871573,-0.018922974833139,-0.00390818211871573,-8.44156873291979e-08
"234","Age_BL","~~","Language_FU1",1,1,"",0,-0.00429569400573247,0.00193146316036477,-2.22406209648917,0.0261442666263758,-0.00808129223751332,-0.000510095773951612,-0.00429569400573247,-0.0207284177260783,-0.00429569400573247,0.00428961199172451
"235","Age_BL","~~","Material_deprivation",1,1,"",0,-0.000464026203097727,0.000202362015098192,-2.29304992279588,0.0218451309532843,-0.000860648464529133,-6.74039416663215e-05,-0.000464026203097727,-0.0216797582481224,-0.000464026203097727,0.0323677288926458
"236","Age_BL","~~","Social_deprivation",1,1,"",0,-0.000298063728938981,0.000211775083465979,-1.40745419178108,0.159292751523214,-0.000713135265355263,0.000117007807477301,-0.000298063728938981,-0.013323457100242,-0.000298063728938981,0.0350278937638514
"237","Age_BL","~~","Physical_activity",1,1,"",0,-0.0798460959526073,0.0047388050427168,-16.8494156718527,0,-0.089133983166089,-0.0705582087391256,-0.0798460959526073,-0.165524477927439,-0.0798460959526073,0.0797587123100287
"238","Age_BL","~~","MatINT",1,1,"",0,-0.000276802115077986,0.000186672956071797,-1.48281851266942,0.138122636108434,-0.000642674385866336,8.90701557103632e-05,-0.000276802115077986,-0.0147187826055982,-0.000276802115077986,0.122382138597508
"239","Age_BL","~~","SocINT",1,1,"",0,-0.000503677016691326,0.000198086452086183,-2.54271310019823,0.0109995504697955,-0.000891919328605565,-0.000115434704777088,-0.000503677016691326,-0.0252393168555568,-0.000503677016691326,0.121993108078448
"240","Language_BL","~~","Language_BL",1,1,"",0,0.143574131596247,0.00188790811794352,76.0493215912651,0,0.139873899678957,0.147274363513537,0.143574131596247,1,0.143574131596247,-6.56449281599691e-08
"241","Language_BL","~~","Language_FU1",1,1,"",0,0.141588586651415,0.00187997232173837,75.31418681765,0,0.137903908608875,0.145273264693954,0.141588586651415,0.982811533519125,0.141588586651415,0.00192319848200939
"242","Language_BL","~~","Material_deprivation",1,1,"",0,0.00225298766821008,0.000142122448588818,15.852440557989,0,0.00197443278758135,0.00253154254883881,0.00225298766821008,0.151418844494727,0.00225298766821008,0.030687627345746
"243","Language_BL","~~","Social_deprivation",1,1,"",0,0.0021475145587239,0.000148473208942893,14.4639869644758,0,0.00185651241652674,0.00243851670092106,0.0021475145587239,0.138087096399429,0.0021475145587239,0.0333351145691744
"244","Language_BL","~~","Physical_activity",1,1,"",0,-0.009928813703428,0.00322821400773742,-3.07563676993858,0.00210053565829282,-0.0162559968929811,-0.00360163051387495,-0.009928813703428,-0.029608409994138,-0.009928813703428,0.0664045113737868
"245","Language_BL","~~","MatINT",1,1,"",0,0.000299593525075683,0.000128579010990995,2.33003444937577,0.0198043304395419,4.75832943655535e-05,0.000551603755785812,0.000299593525075683,0.0229162785769011,0.000299593525075683,0.10577930470542
"246","Language_BL","~~","SocINT",1,1,"",0,0.000212832609313976,0.000136400682211944,1.56034856910223,0.118677531618284,-5.45078152881287e-05,0.00048017303391608,0.000212832609313976,0.0153416762855927,0.000212832609313976,0.105496702068755
"247","Language_FU1","~~","Language_FU1",1,1,"",0,0.144557226212729,0.00190796348590458,75.765195340829,0,0.140817686496539,0.14829676592892,0.144557226212729,1,0.144557226212729,0.00743134161735659
"248","Language_FU1","~~","Material_deprivation",1,1,"",0,0.00221247067788248,0.000142988421324829,15.4730757734318,0,0.00193221852187957,0.00249272283388538,0.00221247067788248,0.148189295247484,0.00221247067788248,0.0367402526215747
"249","Language_FU1","~~","Social_deprivation",1,1,"",0,0.00214514315433651,0.000149323128513955,14.3657796061783,0,0.00185247520039031,0.00243781110828271,0.00214514315433651,0.137464784824441,0.00214514315433651,0.0379150828703119
"250","Language_FU1","~~","Physical_activity",1,1,"",0,-0.0104796920524063,0.0032460242290979,-3.22847006453759,0.00124454283809072,-0.0168417826343826,-0.00411760147043,-0.0104796920524063,-0.0311447207189123,-0.0104796920524063,0.0702001296616328
"251","Language_FU1","~~","MatINT",1,1,"",0,0.000275944984596856,0.000129363285674332,2.13310123624672,0.0329164224018124,2.23976037533983e-05,0.000529492365440313,0.000275944984596856,0.0210354773111691,0.000275944984596856,0.110601627835673
"252","Language_FU1","~~","SocINT",1,1,"",0,0.000190772815873381,0.0001371555595139,1.39092295310164,0.164248791678795,-7.80471410533029e-05,0.000459592772800065,0.000190772815873381,0.0137046936294248,0.000190772815873381,0.109289314832539
"253","Material_deprivation","~~","Material_deprivation",1,1,"",0,0.00154199006548326,2.06900742930345e-05,74.5280100807753,0,0.00150143826503146,0.00158254186593507,0.00154199006548326,1,0.00154199006548326,0.0395748220628888
"254","Material_deprivation","~~","Social_deprivation",1,1,"",0,0.000126305012351024,1.53360537832865e-05,8.2358222092748,2.22044604925031e-16,9.62468992708133e-05,0.000156363125431235,0.000126305012351024,0.078367298841363,0.000126305012351024,0.0392412363580549
"255","Material_deprivation","~~","Physical_activity",1,1,"",0,-0.000203729956640861,0.000346566710601426,-0.587852065443077,0.55663159327728,-0.000882988227660171,0.000475528314378449,-0.000203729956640861,-0.00586232549067561,-0.000203729956640861,0.130723366018909
"256","Material_deprivation","~~","MatINT",1,1,"",0,6.94900655319585e-05,1.3619917139786e-05,5.10209165142177,3.35919991600875e-07,4.27955184655581e-05,9.61846125983589e-05,6.94900655319585e-05,0.0512898823029688,6.94900655319585e-05,0.142252832638071
"257","Material_deprivation","~~","SocINT",1,1,"",0,1.60422350684199e-05,1.44344267068605e-05,1.11138706054707,0.266401779535399,-1.22487214145098e-05,4.43331915513496e-05,1.60422350684199e-05,0.0111582691349874,1.60422350684199e-05,0.142212904256287
"258","Social_deprivation","~~","Social_deprivation",1,1,"",0,0.00168457301701178,2.26032362798174e-05,74.527956800414,0,0.00164027148796929,0.00172887454605427,0.00168457301701178,1,0.00168457301701178,0.0395091141245695
"259","Social_deprivation","~~","Physical_activity",1,1,"",0,-0.00250130954824023,0.000360659422696687,-6.93537833986892,4.05142586146212e-12,-0.00320818902741074,-0.00179443006906972,-0.00250130954824023,-0.0688617957543658,-0.00250130954824023,0.118980910680901
"260","Social_deprivation","~~","MatINT",1,1,"",0,1.11127287014453e-05,1.40973292329721e-05,0.788286101416562,0.430529375490222,-1.65175288733837e-05,3.87429862762743e-05,1.11127287014453e-05,0.00784739585914739,1.11127287014453e-05,0.127539294516802
"261","Social_deprivation","~~","SocINT",1,1,"",0,1.21975114893961e-05,1.4957403944709e-05,0.81548319043097,0.414795782642435,-1.71184615444509e-05,4.1513484523243e-05,1.21975114893961e-05,0.00811706568147401,1.21975114893961e-05,0.127299399667782
"262","Physical_activity","~~","Physical_activity",1,1,"",0,0.78322826906073,0.0107852530370355,72.6202960997949,0,0.762089561543989,0.80436697657747,0.78322826906073,1,0.78322826906073,0.0883209167841554
"263","Physical_activity","~~","MatINT",1,1,"",0,0.00270958783602602,0.000304635617629738,8.89452079539606,0,0.00211251299706362,0.00330666267498842,0.00270958783602602,0.0887378344544398,0.00270958783602602,0.124676931520784
"264","Physical_activity","~~","SocINT",1,1,"",0,0.00306373891760516,0.000323391942158502,9.47376393226133,0,0.00242990235808403,0.00369757547712628,0.00306373891760516,0.0945540902861969,0.00306373891760516,0.124440867809746
"265","MatINT","~~","MatINT",1,1,"",0,0.0011904206772029,1.67087728813797e-05,71.2452485681644,0,0.00115767208412954,0.00122316927027627,0.0011904206772029,1,0.0011904206772029,0.122350245986158
"266","MatINT","~~","SocINT",1,1,"",0,8.78980411954238e-05,1.25677460897463e-05,6.99393833768951,2.6727509094826e-12,6.3265711492677e-05,0.000112530370898171,8.78980411954238e-05,0.069582769505751,8.78980411954238e-05,0.122354663723617
"267","SocINT","~~","SocINT",1,1,"",0,0.00134046201360227,1.88146751618148e-05,71.2455571022982,0,0.00130358592790429,0.00137733809930025,0.00134046201360227,1,0.00134046201360227,0.122335442583434
"268","Multimorbidity","~1","",1,1,"",0,1.65349839559608,0.0150324251914503,109.995451468237,0,1.62403538362054,1.68296140757161,1.65349839559608,1.04547943767854,1.65349839559608,0.0430311955245845
"269","Education","~1","",1,1,"",0,-0.497695337257731,0.0205003701798238,-24.2773829395313,0,-0.537875324479925,-0.457515350035538,-0.497695337257731,-0.225850034891786,-0.497695337257731,0.00105234464667991
"270","Income","~1","",1,1,"",0,-0.459379616194101,0.0106221835582414,-43.247192413436,0,-0.480198713405428,-0.438560518982774,-0.459379616194101,-0.407171608981346,-0.459379616194101,0.0246956090732695
"271","BMI","~1","",1,1,"",0,28.3294547898164,0.0456960621480653,619.953962291601,0,28.2398921537709,28.4190174258619,28.3294547898164,5.77399442843247,28.3294547898164,0.00334356143891401
"272","Source.BL","~1","",1,1,"",0,1.36111351277681,0.00446604717475959,304.769174958408,0,1.35236022116102,1.36986680439259,1.36111351277681,2.8337443785412,1.36111351277681,-1.24046090288488e-07
"273","White","~1","",1,1,"",0,0.441730785505814,0.00217807398032693,202.807980580857,0,0.43746183894871,0.445999732062919,0.441730785505814,1.88570899582238,0.441730785505814,-1.24052505823258e-07
"274","Smoking","~1","",1,1,"",0,0.492551041787359,0.0135103181286684,36.4573977530688,0,0.466071304835491,0.519030778739228,0.492551041787359,0.339715411307545,0.492551041787359,0.00431915372948133
"275","Alcohol","~1","",1,1,"",0,-1.04810478867387,0.0208228994108699,-50.3342386664339,0,-1.08891692157288,-1.00729265577487,-1.04810478867387,-0.472095858203726,-1.04810478867387,0.0172434515453532
"276","Depression","~1","",1,1,"",0,1.11895037616034,0.0426429994553325,26.2399547511289,0,1.03537163303513,1.20252911928555,1.11895037616034,0.244345478749321,1.11895037616034,0.0029960771680313
"277","Age_BL","~1","",1,1,"",0,-5.29257516870963e-10,0.00506800360008834,-1.04431164346793e-07,0.999999916675986,-0.00993310505895,0.00993310400043496,-5.29257516870963e-10,-9.71001168119724e-10,-5.29257516870963e-10,-1.2406571214818e-07
"278","Language_BL","~1","",1,1,"",0,1.1737702080294,0.00352312239714977,333.16191596948,0,1.16686501501786,1.18067540104094,1.1737702080294,3.09774013943638,1.1737702080294,-1.24026672709832e-07
"279","Language_FU1","~1","",1,1,"",0,1.17517085875918,0.00354335688110602,331.654670469536,0,1.16822600688784,1.18211571063052,1.17517085875918,3.09087264081926,1.17517085875918,0.00461902796525038
"280","Material_deprivation","~1","",1,1,"",0,0.00257502049856428,0.000371132445826355,6.93827911712433,3.96904731303493e-12,0.00184761427125036,0.0033024267258782,0.00257502049856428,0.0655752421150435,0.00257502049856428,0.0321611600842003
"281","Social_deprivation","~1","",1,1,"",0,0.00296683240986788,0.00038844526472368,7.63771032703498,2.22044604925031e-14,0.00220549368104434,0.00372817113869142,0.00296683240986788,0.0722849848976441,0.00296683240986788,0.0348173753659604
"282","Physical_activity","~1","",1,1,"",0,0.0791711884763775,0.00859753972380605,9.20858652820846,0,0.0623203202620652,0.0960220566906898,0.0791711884763775,0.0894587833363962,0.0791711884763775,0.0839497611645079
"283","MatINT","~1","",1,1,"",0,-8.7381975789141e-05,0.000342973808689541,-0.254777401583568,0.798895030336431,-0.000759598288461171,0.000584834336882889,-8.7381975789141e-05,-0.00253262931437027,-8.7381975789141e-05,0.125101105632139
"284","SocINT","~1","",1,1,"",0,-0.00220005603900807,0.000363874910356273,-6.04618778704465,1.48313228365282e-09,-0.0029132377581841,-0.00148687431983203,-0.00220005603900807,-0.0600905926740456,-0.00220005603900807,0.124755063952644
"286","EF_BL","=~","MAT_Score.BL",2,2,"b2",0,1.2427831627043,0.00438679514944195,283.300933908983,0,1.23418520220384,1.25138112320476,4.96704320652239,0.593780178012642,0.593780178012642,0.103525345504756
"288","EF_FU1","=~","MAT_Score.FU1",2,2,"b2",0,1.2427831627043,0.00438679515037884,283.300933848479,0,1.23418520220201,1.2513811232066,4.49819152866733,0.555639524181256,0.555639524181256,0.103525345887524
"290","MEM_BL","=~","COG_REYI_SCORE.BL",2,2,"d2",0,1.39947481274346,0.00452027376449681,309.599569772793,0,1.39061523896478,1.40833438652213,2.07801215607264,1,1,0.13286892541433
"292","MEM_FU1","=~","COG_REYI_SCORE.FU1",2,2,"d2",0,1.39947481274346,0.00452027376449816,309.599569772701,0,1.39061523896478,1.40833438652214,2.23889762885946,1,1,0.132868925415604
"293","EF_BL","~1","",2,2,"e2",0,18.5039543252576,0.398109277784007,46.4795857766893,0,17.7236744788897,19.2842341716255,4.62979723000642,4.62979723000642,4.62979723000642,0.0548322152353719
"295","MEM_BL","~1","",2,2,"f2",0,3.41912826476133,0.120560551371889,28.3602573632437,0,3.18283392611613,3.65542260340652,2.30267367497799,2.30267367497799,2.30267367497799,0.0675724244261108
"297","EF_BL","~~","EF_BL",2,2,"g2",0,10.2185887192058,0.365555490376015,27.9535911461617,0,9.50211312371792,10.9350643146937,0.639713868339427,0.639713868339427,0.639713868339427,0.0772919700549517
"299","MEM_BL","~~","MEM_BL",2,2,"h2",0,1.93055973560486,0.0322719999992004,59.821508913383,0,1.86730777789735,1.99381169331237,0.875623179647626,0.875623179647626,0.875623179647626,0.0684905286824321
"309","Verbal_Fluency_Conservative.BL","~~","Verbal_Fluency_Conservative.FU1",2,2,"",0,7.37074540963979,0.368005091002822,20.0289223976612,0,6.64946868514687,8.0920221341327,7.37074540963979,0.40495906626661,0.40495906626661,0.201834402415256
"310","MAT_Score.BL","~~","MAT_Score.FU1",2,2,"",0,20.4268011863897,0.766252102894522,26.6580686816092,0,18.9249746616383,21.928627711141,20.4268011863897,0.450885578670751,0.450885578670751,0.235611222575246
"312","COG_REYII_SCORE.BL","~~","COG_REYII_SCORE.FU1",2,2,"",0,0.691742374659681,0.03385102683216,20.4349007812813,0,0.625395581228948,0.758089168090413,0.691742374659681,0.265345408770466,0.265345408770466,0.297806947064337
"313","Verbal_Fluency_Conservative.BL","~~","Verbal_Fluency_Conservative.BL",2,2,"i2",0,18.201210995452,0.355577890803017,51.1876904223359,0,17.5042911357794,18.8981308551246,18.201210995452,0.532590069966305,0.532590069966305,0.132041411769758
"314","Verbal_Fluency_Conservative.FU1","~~","Verbal_Fluency_Conservative.FU1",2,2,"i2",0,18.201210995452,0.355577890803017,51.1876904223359,0,17.5042911357794,18.8981308551246,18.201210995452,0.581478068982181,0.581478068982181,0.132041411769757
"315","MAT_Score.BL","~~","MAT_Score.BL",2,2,"j2",0,45.3037359203407,0.719258781778881,62.9866983456147,0,43.8940146124899,46.7134572281914,45.3037359203407,0.647425100199276,0.647425100199276,0.125039566693049
"316","MAT_Score.FU1","~~","MAT_Score.FU1",2,2,"j2",0,45.3037359203407,0.719258781778875,62.9866983456152,0,43.8940146124899,46.7134572281914,45.3037359203407,0.691264719167628,0.691264719167628,0.12503956669303
"317","COG_REYII_SCORE.BL","~~","COG_REYII_SCORE.BL",2,2,"k2",0,2.60695060775694,0.0311857481055704,83.5942943851101,0,2.54582766463908,2.6680735508748,2.60695060775694,0.541790221060355,0.541790221060355,0.173051822362833
"318","COG_REYII_SCORE.FU1","~~","COG_REYII_SCORE.FU1",2,2,"k2",0,2.60695060775695,0.0311857481055704,83.5942943851103,0,2.54582766463909,2.6680735508748,2.60695060775695,0.504601876108397,0.504601876108397,0.173051822362834
"325","EF_DELTA","~1","",2,2,"l2",0,3.3735215218241,0.545007041828782,6.18986776850475,6.02146998929243e-10,2.30532734851897,4.44171569512923,2.90663315937979,2.90663315937979,2.90663315937979,0.313096330701185
"326","EF_DELTA","~~","EF_DELTA",2,2,"m2",0,0.677261689470438,0.29106517544507,2.32683861418609,0.0199738563748202,0.106784428444269,1.24773895049661,0.502770730714905,0.502770730714905,0.502770730714905,0.334446189677668
"327","MEM_DELTA","~1","",2,2,"n2",0,2.58305142263396,0.140339124017644,18.4057827118061,0,2.30799179393748,2.85811105133044,1.62692919209553,1.62692919209553,1.62692919209553,0.295981642136111
"328","MEM_DELTA","~~","MEM_DELTA",2,2,"o2",0,1.81162660293001,0.0339735909150444,53.3245545771193,0,1.74503958831103,1.87821361754899,0.718687165100816,0.718687165100816,0.718687165100816,0.263655300436251
"329","EF_DELTA","~","EF_BL",2,2,"",0,-0.205785387962688,0.0231729170717467,-8.88042654817893,0,-0.251203470840045,-0.160367305085331,-0.708637041076169,-0.708637041076169,-0.708637041076169,0.316683185935009
"330","MEM_DELTA","~","MEM_BL",2,2,"",0,-0.57576149097188,0.0123983039432864,-46.4387301364436,0,-0.600061720170102,-0.551461261773658,-0.538469626750275,-0.538469626750275,-0.538469626750275,0.31716928379967
"331","MEM_BL","~~","EF_DELTA",2,2,"",0,0.033342823124317,0.0627553994884119,0.531314012756366,0.59520119660241,-0.0896554997083937,0.156341145957028,0.0291596624083403,0.0291596624083403,0.0291596624083403,0.313528533777905
"332","EF_BL","~~","MEM_DELTA",2,2,"",0,0.689454218660614,0.0774683225191535,8.89982119452955,0,0.537619096580339,0.841289340740888,0.160241731328363,0.160241731328363,0.160241731328363,0.303563084021064
"333","EF_BL","~~","MEM_BL",2,2,"",0,1.40786631104811,0.0724440726025684,19.4338371721829,0,1.26587853785367,1.54985408424255,0.316974506795514,0.316974506795514,0.316974506795514,0.0714322801415412
"334","EF_DELTA","~","Multimorbidity",2,2,"",0,0.0238860914550429,0.0241026135902111,0.991016653262193,0.321677448600267,-0.0233541631150566,0.0711263460251423,0.0205803060754346,0.0425609229228816,0.0205803060754346,0.393283296793619
"335","EF_DELTA","~","Education",2,2,"",0,0.0145500602712997,0.022051910583155,0.659809507953211,0.509376081032245,-0.0286708902619817,0.0577710108045811,0.0125363621906484,0.0320250523370895,0.0125363621906484,0.308341375359381
"336","EF_DELTA","~","Income",2,2,"",0,0.0560292116186395,0.0575061874282832,0.974316227945285,0.329899549565905,-0.0566808446290057,0.168739267866285,0.0482748852589465,0.0440536615962562,0.0482748852589465,0.345544715023065
"337","EF_DELTA","~","BMI",2,2,"",0,0.0260399837692361,0.00824206673179684,3.15939977393984,0.00158094466786407,0.0098858298167385,0.0421941377217336,0.0224361041729615,0.125494199285286,0.0224361041729615,0.314163002991332
"338","EF_DELTA","~","Source.BL",2,2,"",0,-0.622610316437237,0.0911989239227754,-6.82694805658502,8.67395044679142e-12,-0.801356922754685,-0.443863710119789,-0.536442343533617,-0.258595034464785,-0.536442343533617,0.295407614699863
"339","EF_DELTA","~","White",2,2,"",0,0.323181992141975,0.291058711580007,1.11036701285314,0.266840906869588,-0.24728259994147,0.893646584225419,0.278454276576352,0.0438667488605982,0.278454276576352,0.346325586193367
"340","EF_DELTA","~","Smoking",2,2,"",0,-0.0388918056398919,0.0362219466233383,-1.07370832507476,0.282953428945445,-0.109885516471567,0.0321019051917833,-0.0335092606256561,-0.0420748988411418,-0.0335092606256561,0.343466742062351
"341","EF_DELTA","~","Alcohol",2,2,"",0,0.0567493056361667,0.0194464482444812,2.91823498680649,0.0035201895914958,0.0186349674497614,0.094863643822572,0.0488953197620837,0.119791290238117,0.0488953197620837,0.33071273444238
"342","EF_DELTA","~","Depression",2,2,"",0,-0.0136371343257628,0.00970425783861226,-1.40527328854578,0.159940028148901,-0.0326571301861333,0.00538286153460775,-0.0117497832972904,-0.0550976615369903,-0.0117497832972904,0.302715731859301
"343","EF_BL","~","Multimorbidity",2,2,"",0,-0.0553133197610923,0.0278853010767728,-1.98360131055447,0.0473003030003383,-0.109967505569623,-0.000659133952561765,-0.0138397150204163,-0.0286211022372341,-0.0138397150204163,0.152446530180336
"344","EF_BL","~","Education",2,2,"",0,0.502499019598048,0.0219789234751836,22.8627676039465,0,0.459421121167726,0.54557691802837,0.125728183723432,0.321181823144333,0.125728183723432,0.0539942159891076
"345","EF_BL","~","Income",2,2,"",0,0.307266292049414,0.0688659128369508,4.46180525882098,8.12720684528756e-06,0.172291583126516,0.442241000972312,0.076879817297372,0.0701573382646781,0.076879817297372,0.158261560079531
"346","EF_BL","~","BMI",2,2,"",0,0.0180848112920938,0.0095765338099303,1.88845062848741,0.0589654800168422,-0.000684850072099688,0.0368544726562874,0.00452492519996313,0.0253097356126348,0.00452492519996313,0.0505926057989442
"347","EF_BL","~","Source.BL",2,2,"",0,0.0569277814752849,0.107314212530895,0.530477558682134,0.595780864341295,-0.153404210114546,0.267259773065116,0.0142436627518543,0.00686623735918735,0.0142436627518543,0.0469665871857863
"348","EF_BL","~","White",2,2,"",0,2.71291834739983,0.321358670629593,8.44202629443543,0,2.08306692684616,3.34276976795351,0.678787983867902,0.106933972729848,0.678787983867902,0.0444200893945101
"349","EF_BL","~","Smoking",2,2,"",0,-0.0462342143347963,0.0413221027833425,-1.11887370730402,0.263194021278731,-0.12722404755561,0.0347556188860173,-0.0115680699214968,-0.0145251003050057,-0.0115680699214968,0.0557360609887595
"350","EF_BL","~","Alcohol",2,2,"",0,0.0884679436081514,0.0227206519974657,3.89372380766271,9.87170398951687e-05,0.0439362839878506,0.132999603228452,0.0221351951621661,0.0542302126471541,0.0221351951621661,0.0915592529084692
"351","EF_BL","~","Depression",2,2,"",0,-0.0866651267469011,0.0111727215128975,-7.75685016822959,8.65973959207622e-15,-0.108563258521476,-0.0647669949723262,-0.0216841198750296,-0.101682241056941,-0.0216841198750296,0.0552824013380646
"352","EF_BL","~","Age_BL",2,2,"",0,-1.94204522384033,0.0939390186732684,-20.6734672265952,0,-2.12616231718297,-1.75792813049769,-0.485911035005648,-0.284274976607271,-0.485911035005648,0.0503950519169353
"353","EF_BL","~","Language_BL",2,2,"",0,-1.26681101672258,0.137136378051703,-9.23760007898825,0,-1.53559337867418,-0.998028654770968,-0.31696350050746,-0.120290899054355,-0.31696350050746,0.0402348664830998
"354","EF_DELTA","~","Age_BL",2,2,"",0,-0.775299083335571,0.0914698858212366,-8.47600361993204,0,-0.954576765215186,-0.596021401455957,-0.667999302651974,-0.390802991607005,-0.667999302651974,0.30058946812581
"355","EF_DELTA","~","Language_FU1",2,2,"",0,-0.236934553179565,0.118256971427864,-2.00355674865303,0.0451175628948914,-0.46871395809896,-0.00515514826016952,-0.204143303790805,-0.0774622818275698,-0.204143303790805,0.272587849190571
"356","EF_BL","~","Material_deprivation",2,2,"c111b",0,-5.03207560118312,1.38536032635341,-3.63232258457171,0.000280881684468159,-7.74733194644645,-2.31681925591978,-1.25905464691619,-0.0522722427973476,-1.25905464691619,0.103889865683207
"357","EF_BL","~","Social_deprivation",2,2,"c121b",0,0.575068608889706,1.33023317420027,0.432306621157178,0.665518575540706,-2.03214050358322,3.18227772136263,0.143885517965585,0.00587853387199723,0.143885517965585,0.105331915353074
"358","EF_BL","~","Physical_activity",2,2,"b11b",0,0.493061103477737,0.0924307896829589,5.33438159696521,9.5870720251412e-08,0.311900084636542,0.674222122318933,0.123366762097396,0.0767650802431048,0.123366762097396,0.152180280367913
"359","EF_BL","~","MatINT",2,2,"int1b",0,1.0684873574427,2.14230072333009,0.498756941920739,0.61795062458505,-3.13034490433838,5.26731961922378,0.26734176494549,0.00686450130388378,0.26734176494549,0.200852020262582
"360","EF_BL","~","SocINT",2,2,"int2b",0,-0.132147992914069,2.20660645200594,-0.0598874315779956,0.952245290075844,-4.45701716689943,4.19272118107129,-0.0330641981054474,-0.000823697450913927,-0.0330641981054474,0.199982556175296
"361","EF_DELTA","~","Material_deprivation",2,2,"c211b",0,0.0700930735180458,1.18298325068174,0.0592511123700625,0.952752099335018,-2.24851149213229,2.38869763916838,0.0603923379211868,0.00250731210011243,0.0603923379211868,0.33774239162216
"362","EF_DELTA","~","Social_deprivation",2,2,"c221b",0,-0.357545039187686,1.12392337735423,-0.31812225494354,0.750392202854429,-2.56039438018459,1.84530430180922,-0.308061549378448,-0.0125860495085705,-0.308061549378448,0.33021945881505
"363","EF_DELTA","~","Physical_activity",2,2,"b21b",0,0.198916126872516,0.0753190599175034,2.64097994704644,0.00826666121208053,0.051293482084795,0.346538771660237,0.171386548614762,0.106645436204398,0.171386548614762,0.303957925166273
"364","EF_DELTA","~","MatINT",2,2,"int3b",0,-3.14796196158373,1.75006225009553,-1.79877142165195,0.0720548457472434,-6.57802094247409,0.282097019306627,-2.71229057316286,-0.0696431482742112,-2.71229057316286,0.360983206145195
"365","EF_DELTA","~","SocINT",2,2,"int4b",0,-0.384401968198305,1.79694654670954,-0.213919534168781,0.830609806760649,-3.90635248189263,3.13754854549602,-0.33120153527045,-0.00825091416011396,-0.33120153527045,0.356490066076438
"366","MEM_DELTA","~","Multimorbidity",2,2,"",0,-0.00940598374267388,0.00949397300630241,-0.990732092500145,0.321816416009752,-0.0280138289052221,0.0092018614198743,-0.00592433793506429,-0.0122517755226364,-0.00592433793506429,0.382562484893197
"367","MEM_DELTA","~","Education",2,2,"",0,0.037231573422267,0.00751617448477284,4.95352702331421,7.28802315164145e-07,0.0225001421305934,0.0519630047139407,0.0234502236918565,0.0599053082247714,0.0234502236918565,0.302293215633777
"368","MEM_DELTA","~","Income",2,2,"",0,0.0828406652696559,0.0228052462759009,3.63252666809376,0.00028065955976575,0.038143203910324,0.127538126628988,0.0521770087265184,0.0476145779158939,0.0521770087265184,0.35081943848185
"369","MEM_DELTA","~","BMI",2,2,"",0,0.000410036154009846,0.0032401469316154,0.126548629634342,0.899297657542212,-0.00594053513657431,0.006760607444594,0.000258260359405835,0.00144455457867878,0.000258260359405835,0.299042637200816
"370","MEM_DELTA","~","Source.BL",2,2,"",0,-0.168844538094452,0.0361564159837137,-4.66983614112933,3.0144007976407e-06,-0.23970981123258,-0.0979792649563253,-0.106346356694533,-0.0512648565239586,-0.106346356694533,0.279338560151022
"371","MEM_DELTA","~","White",2,2,"",0,0.316352548664433,0.111036942279117,2.84907475089874,0.0043846577336486,0.0987241408439112,0.533980956484955,0.19925394899462,0.0313897960106668,0.19925394899462,0.323065983204239
"372","MEM_DELTA","~","Smoking",2,2,"",0,-0.0217370583978608,0.0142563173482411,-1.52473165873672,0.127326041915428,-0.0496789269525868,0.00620481015686531,-0.0136910378739976,-0.017190741389789,-0.0136910378739976,0.329036807393598
