"","lhs","op","rhs","block","group","label","exo","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox","fmi"
"568","SocINT","~1","",2,2,"",0,-0.00226498592182979,0.000286697370468083,-7.90026751250564,2.88657986402541e-15,-0.00282690244240957,-0.00170306940125001,-0.00226498592182979,-0.0909192363559412,-0.00226498592182979,0.156658086708264
"570","EF_BL","=~","MAT_Score.BL",3,3,"b3",0,1.20513025613413,0.00312783560582771,385.292070302148,0,1.19899981099715,1.21126070127111,4.66706247826567,0.581188354463937,0.581188354463937,0.069557618706874
"572","EF_FU1","=~","MAT_Score.FU1",3,3,"b3",0,1.20513025613413,0.00312783560582739,385.292070302187,0,1.19899981099715,1.21126070127111,3.81372587899223,0.504048311459971,0.504048311459971,0.0695576187072702
"574","MEM_BL","=~","COG_REYI_SCORE.BL",3,3,"d3",0,1.29053243694168,0.00262094485497358,492.39206024985,0,1.28539547942047,1.2956693944629,2.01501318081025,1,1,0.108483858742632
"576","MEM_FU1","=~","COG_REYI_SCORE.FU1",3,3,"d3",0,1.29053243694169,0.00262094485497574,492.392060249447,0,1.28539547942047,1.29566939446291,2.1721694603296,1,1,0.108483858751247
"577","EF_BL","~1","",3,3,"e3",0,21.6391197830557,0.321023383662573,67.4066777820786,0,21.0099255128818,22.2683140532295,5.58765992272763,5.58765992272763,5.58765992272763,0.0365134352120385
"579","MEM_BL","~1","",3,3,"f3",0,5.12299576313128,0.0991880180681639,51.6493409477207,0,4.92859082001977,5.31740070624279,3.28106648115188,3.28106648115188,3.28106648115188,0.0397742617678443
"581","EF_BL","~~","EF_BL",3,3,"g3",0,10.9663567828458,0.348640845064597,31.4545955761837,0,10.2830332829796,11.649680282712,0.73121168274961,0.73121168274961,0.73121168274961,0.0519617059865072
"583","MEM_BL","~~","MEM_BL",3,3,"h3",0,2.29281539228894,0.0314635253347721,72.8721708039188,0,2.23114801580612,2.35448276877175,0.940483445699423,0.940483445699423,0.940483445699423,0.0533148123195463
"593","Verbal_Fluency_Conservative.BL","~~","Verbal_Fluency_Conservative.FU1",3,3,"",0,11.2258416920444,0.373204613088763,30.0795898505533,0,10.4943740915263,11.9573092925626,11.2258416920444,0.465336788289967,0.465336788289967,0.150299759393343
"594","MAT_Score.BL","~~","MAT_Score.FU1",3,3,"",0,21.1571617321319,0.626815619037314,33.7534054505946,0,19.9286256938716,22.3856977703922,21.1571617321319,0.49545204697842,0.49545204697842,0.177878001418115
"596","COG_REYII_SCORE.BL","~~","COG_REYII_SCORE.FU1",3,3,"",0,0.559180876698627,0.0263576099196905,21.2151586734308,0,0.507520910537478,0.610840842859776,0.559180876698627,0.228565974465497,0.228565974465497,0.254928996200266
"597","Verbal_Fluency_Conservative.BL","~~","Verbal_Fluency_Conservative.BL",3,3,"i3",0,24.1241225162908,0.363874181914898,66.2979780245384,0,23.4109422248336,24.837302807748,24.1241225162908,0.616644016617907,0.616644016617907,0.0921117566187168
"598","Verbal_Fluency_Conservative.FU1","~~","Verbal_Fluency_Conservative.FU1",3,3,"i3",0,24.1241225162908,0.363874181914898,66.2979780245384,0,23.4109422248336,24.837302807748,24.1241225162908,0.706651091645967,0.706651091645967,0.0921117566187161
"599","MAT_Score.BL","~~","MAT_Score.BL",3,3,"j3",0,42.7027436079064,0.598014493269271,71.4075395973361,0,41.5306567388657,43.8748304769471,42.7027436079064,0.662220096635501,0.662220096635501,0.0858012485569697
"600","MAT_Score.FU1","~~","MAT_Score.FU1",3,3,"j3",0,42.7027436079064,0.598014493269271,71.4075395973362,0,41.5306567388657,43.8748304769472,42.7027436079064,0.745935299714352,0.745935299714352,0.0858012485569705
"601","COG_REYII_SCORE.BL","~~","COG_REYII_SCORE.BL",3,3,"k3",0,2.44647471263504,0.0242891536655781,100.722929514918,0,2.39886884623555,2.49408057903453,2.44647471263504,0.500876592146488,0.500876592146488,0.12488701432628
"602","COG_REYII_SCORE.FU1","~~","COG_REYII_SCORE.FU1",3,3,"k3",0,2.44647471263506,0.0242891536655781,100.722929514919,0,2.39886884623556,2.49408057903455,2.44647471263506,0.463391876954615,0.463391876954615,0.124887014326287
"609","EF_DELTA","~1","",3,3,"l3",0,6.21312079748872,0.478276619398964,12.9906429574094,0,5.27571584881918,7.15052574615826,4.40536889748564,4.40536889748564,4.40536889748564,0.252497407529584
"610","EF_DELTA","~~","EF_DELTA",3,3,"m3",0,0.955328135973421,0.23313470852522,4.09775164760625,4.17182525283e-05,0.498392503717748,1.41226376822909,0.480283355778819,0.480283355778819,0.480283355778819,0.257381267437069
"611","MEM_DELTA","~1","",3,3,"n3",0,4.11285909313458,0.116483697926703,35.3084523099754,0,3.8845552404122,4.34116294585696,2.42643430749523,2.42643430749523,2.42643430749523,0.214285021629974
"612","MEM_DELTA","~~","MEM_DELTA",3,3,"o3",0,2.11331199239315,0.0315507705152431,66.9813116409361,0,2.05147361849879,2.17515036628752,0.7355514088454,0.7355514088454,0.7355514088454,0.202123012301949
"613","EF_DELTA","~","EF_BL",3,3,"",0,-0.28764760855387,0.0188088196824965,-15.2932301659288,0,-0.324512217723272,-0.250782999384469,-0.789846824517721,-0.789846824517721,-0.789846824517721,0.256956981556209
"614","MEM_DELTA","~","MEM_BL",3,3,"",0,-0.540803544314236,0.00986205485897307,-54.8368014625452,0,-0.560132816651381,-0.521474271977091,-0.498164989823479,-0.498164989823479,-0.498164989823479,0.224568373024298
"615","MEM_BL","~~","EF_DELTA",3,3,"",0,0.234126502580843,0.0575258131183226,4.06993817017897,4.70256164664118e-05,0.121377980687549,0.346875024474137,0.158193905841285,0.158193905841285,0.158193905841285,0.252327801759584
"616","EF_BL","~~","MEM_DELTA",3,3,"",0,0.985990614429645,0.073191880706144,13.4713113656455,0,0.842537164284851,1.12944406457444,0.204814069403765,0.204814069403765,0.204814069403765,0.239684394510541
"617","EF_BL","~~","MEM_BL",3,3,"",0,1.62750074021336,0.0709762528850487,22.9302150234561,0,1.48838984080106,1.76661163962566,0.324567824716017,0.324567824716017,0.324567824716017,0.0529634920692209
"618","EF_DELTA","~","Multimorbidity",3,3,"",0,-0.0349316672255961,0.0241389559991818,-1.4471076224995,0.147866783484216,-0.0822431516083896,0.0123798171571973,-0.0247680489964333,-0.0427626588343918,-0.0247680489964333,0.301305710206628
"619","EF_DELTA","~","Education",3,3,"",0,0.077140153399783,0.020583227807064,3.7477189740527,0.000178450028143873,0.0367977682123542,0.117482538587212,0.0546956744623461,0.117469468370734,0.0546956744623461,0.242578137645902
"620","EF_DELTA","~","Income",3,3,"",0,0.0441180991382472,0.0398748302008704,1.10641472116624,0.26854705661957,-0.0340351319451089,0.122271330221603,0.0312816228904449,0.0357577772818078,0.0312816228904449,0.267210950813412
"621","EF_DELTA","~","BMI",3,3,"",0,0.00934565211540851,0.00611979069285259,1.52711956739361,0.126731282073192,-0.00264891723550599,0.021340221466323,0.00662646784086066,0.0417887104101908,0.00662646784086066,0.239905147356414
"622","EF_DELTA","~","Source.BL",3,3,"",0,-0.368488623015705,0.0751916007226767,-4.90066203504262,9.55142430703049e-07,-0.515861452372067,-0.221115793659343,-0.261274224632302,-0.125854436399505,-0.261274224632302,0.224599638981437
"623","EF_DELTA","~","White",3,3,"",0,0.552863969625897,0.195671423449521,2.82547118981083,0.00472111334084691,0.16935502686115,0.936372912390645,0.392004246451285,0.0822048179493161,0.392004246451285,0.294758774838851
"624","EF_DELTA","~","Smoking",3,3,"",0,0.0234715784113404,0.0258739974743568,0.907149288957095,0.364327856273989,-0.0272405247744792,0.07418368159716,0.0166423549257256,0.024731516986946,0.0166423549257256,0.257513212290283
"625","EF_DELTA","~","Alcohol",3,3,"",0,0.0177247755981682,0.017717577828085,1.00040625023088,0.317113946472177,-0.0170010388381637,0.0524505900345002,0.0125676254623351,0.0277273372361646,0.0125676254623351,0.243193336815277
"626","EF_DELTA","~","Depression",3,3,"",0,-0.020583198874925,0.00757823616980354,-2.71609361515302,0.00660572366001455,-0.0354362688340787,-0.00573012891577135,-0.0145943700581207,-0.0750814988146569,-0.0145943700581207,0.248114300734216
"627","EF_BL","~","Multimorbidity",3,3,"",0,-0.105732876018465,0.0300847409180102,-3.51450179699465,0.000440579690935472,-0.164697884701984,-0.0467678673349469,-0.0273023745774414,-0.0471382356192862,-0.0273023745774414,0.0899351833816417
"628","EF_BL","~","Education",3,3,"",0,0.484522078050493,0.0235265683625906,20.5946770724509,0,0.438410851379996,0.53063330472099,0.125113434573222,0.268705136006153,0.125113434573222,0.039150765996254
"629","EF_BL","~","Income",3,3,"",0,0.385328230762795,0.0503449524056282,7.65376095021828,1.95399252334028e-14,0.28665393724438,0.484002524281209,0.0994995699323577,0.113737176416243,0.0994995699323577,0.0949313159651562
"630","EF_BL","~","BMI",3,3,"",0,0.00912406957912351,0.00776321855792675,1.17529469395232,0.239876836597794,-0.00609155919852589,0.0243396983567729,0.00235601995046804,0.0148578455061141,0.00235601995046804,0.0378311505136053
"631","EF_BL","~","Source.BL",3,3,"",0,0.136170496974725,0.096208336397069,1.41537107982748,0.156959724376028,-0.0523943773760444,0.324735371325494,0.0351619860803844,0.0169373459898766,0.0351619860803844,0.0358033794463788
"632","EF_BL","~","White",3,3,"",0,3.88691531203884,0.219416197574081,17.714805720879,0,3.45686746716892,4.31696315690876,1.00368042368907,0.210475695749652,1.00368042368907,0.024386612662887
"633","EF_BL","~","Smoking",3,3,"",0,-0.137401018734776,0.0323061068430629,-4.2530973912222,2.10833826059798e-05,-0.200719824627883,-0.0740822128416702,-0.0354797317739069,-0.0527249654856408,-0.0354797317739069,0.0394339506040422
"634","EF_BL","~","Alcohol",3,3,"",0,0.0789443951005318,0.0225958754749949,3.49375244114323,0.00047628245160225,0.03465729297039,0.123231497230674,0.0203850450965491,0.0449745277387842,0.0203850450965491,0.0589267614543764
"635","EF_BL","~","Depression",3,3,"",0,-0.0680259346703975,0.00941543295753172,-7.22493962595541,5.01376717920721e-13,-0.0864798441660111,-0.0495720251747839,-0.017565677008799,-0.0903675425703586,-0.017565677008799,0.0354080623242757
"636","EF_BL","~","Age_BL",3,3,"",0,-0.963594767535423,0.0907379808782924,-10.6195306332406,0,-1.14143794208676,-0.785751592984086,-0.24881972641622,-0.133921307118343,-0.24881972641622,0.0366970745490328
"637","EF_BL","~","Language_BL",3,3,"",0,-0.823591417267246,0.123668741870561,-6.65965711957564,2.74467115701782e-11,-1.06597769734693,-0.581205137187565,-0.212668019822606,-0.0811036726706195,-0.212668019822606,0.032949498529638
"638","EF_DELTA","~","Age_BL",3,3,"",0,-0.546624448977699,0.0731305249406072,-7.47464139525375,7.74935671188359e-14,-0.689957644031797,-0.403291253923601,-0.387580158928328,-0.20860581371266,-0.387580158928328,0.228276328043137
"639","EF_DELTA","~","Language_FU1",3,3,"",0,0.0654784126234258,0.0972883142154447,0.673034712868229,0.500925207152442,-0.125203179355462,0.256160004602314,0.0464270005090779,0.0176773922519482,0.0464270005090779,0.214583821198001
"640","EF_BL","~","Material_deprivation",3,3,"c111c",0,-5.94909101865296,1.28800608000977,-4.61883768328782,3.85895570942374e-06,-8.47353654734073,-3.4246454899652,-1.53617604573803,-0.0609825546546793,-1.53617604573803,0.0680181623995525
"641","EF_BL","~","Social_deprivation",3,3,"c121c",0,0.85724941639984,1.23132965674909,0.696198139711111,0.486304752531979,-1.55611236392445,3.27061119672413,0.221359198332541,0.00893030959848132,0.221359198332541,0.0745652376587723
"642","EF_BL","~","Physical_activity",3,3,"b11c",0,0.194796514260869,0.0602383148246551,3.23376433799473,0.00122170219538709,0.0767315867151599,0.312861441806578,0.0503004136367324,0.0415813040366191,0.0503004136367324,0.125862399519917
"643","EF_BL","~","MatINT",3,3,"int1c",0,-0.830662014968871,1.4885451800331,-0.558036145701941,0.57681970216093,-3.74815695719443,2.08683292725669,-0.214493791656359,-0.00709135764490377,-0.214493791656359,0.163805087204822
"644","EF_BL","~","SocINT",3,3,"int2c",0,-0.0134193591489265,1.45364590485114,-0.0092315185590542,0.992634418486071,-2.86251297893131,2.83567426063345,-0.003465150896011,-0.000117539989329402,-0.003465150896011,0.16215714554151
"645","EF_DELTA","~","Material_deprivation",3,3,"c211c",0,-2.59670357703288,1.02181243904442,-2.5412722313904,0.0110449884040642,-4.59941915651497,-0.593987997550784,-1.84117411315647,-0.0730902563517077,-1.84117411315647,0.264840521060094
"646","EF_DELTA","~","Social_deprivation",3,3,"c221c",0,-1.60223411982772,0.960940896884091,-1.66735969404889,0.0954429033931175,-3.48564366899216,0.281175429336716,-1.1360526518062,-0.045831851475917,-1.1360526518062,0.254326852719931
"647","EF_DELTA","~","Physical_activity",3,3,"b21c",0,-0.00359673757323196,0.04567702880796,-0.0787428093966824,0.937237194197526,-0.093122068957632,0.085928593811168,-0.00255024107111171,-0.00210818046369166,-0.00255024107111171,0.250770410397109
"648","EF_DELTA","~","MatINT",3,3,"int3c",0,1.8605195287821,1.12900640181112,1.64792646507362,0.0993677618695725,-0.352292357082862,4.07333141464706,1.31918807510939,0.0436135440995901,1.31918807510939,0.286360285467193
"649","EF_DELTA","~","SocINT",3,3,"int4c",0,1.27380936230241,1.11190242738645,1.14561253840998,0.25195550694109,-0.9054793496977,3.45309807430251,0.903185424671154,0.0306365893908193,0.903185424671154,0.297125711431774
"650","MEM_DELTA","~","Multimorbidity",3,3,"",0,-0.0244184732938332,0.00998026920267409,-2.44667481387081,0.0144180858598546,-0.0439794414870887,-0.00485750510057771,-0.0144059934938486,-0.0248723096856207,-0.0144059934938486,0.278516772897233
"651","MEM_DELTA","~","Education",3,3,"",0,0.0621752254716871,0.00775048863685009,8.02210394530118,1.11022302462516e-15,0.046984546880874,0.0773659040625002,0.0366810767751766,0.0787796590937447,0.0366810767751766,0.216094985188452
"652","MEM_DELTA","~","Income",3,3,"",0,0.0416645437775659,0.0163592705147684,2.5468460674914,0.0108701370764162,0.00960096275527188,0.0737281247998599,0.0245805353742311,0.028097816806296,0.0245805353742311,0.25085027286351
"653","MEM_DELTA","~","BMI",3,3,"",0,-0.00521282141264074,0.00255132504412445,-2.04318200248359,0.0410344246715548,-0.0102133266119797,-0.000212316213301754,-0.00307537127532304,-0.0193943142432276,-0.00307537127532304,0.222765957102171
"654","MEM_DELTA","~","Source.BL",3,3,"",0,-0.451734818614945,0.031247446987629,-14.4566952555768,0,-0.512978689319523,-0.390490947910368,-0.266506786874152,-0.12837493444251,-0.266506786874152,0.19865589295596
"655","MEM_DELTA","~","White",3,3,"",0,0.256791586220737,0.0752193744343319,3.41390217815386,0.000640395643081382,0.109364321389813,0.40421885105166,0.151497510751635,0.0317696183239187,0.151497510751635,0.274664248261742
"656","MEM_DELTA","~","Smoking",3,3,"",0,-0.0158655084814487,0.0106932268834208,-1.48369698449466,0.137889326643676,-0.036823848051469,0.00509283108857156,-0.00936006150794332,-0.0139096012082236,-0.00936006150794332,0.234485593279535
"657","MEM_DELTA","~","Alcohol",3,3,"",0,0.0096891811508288,0.00738570408694852,1.31188320527908,0.189559545007468,-0.00478653286006057,0.0241648951617182,0.00571625748014358,0.0126114992331448,0.00571625748014358,0.229549230865764
"658","MEM_DELTA","~","Depression",3,3,"",0,-0.0084065333510651,0.00312304420407932,-2.69177533256958,0.00710728055403576,-0.0145275875131871,-0.00228547918894308,-0.00495954285527956,-0.0255146271834266,-0.00495954285527956,0.234046554656585
"659","MEM_BL","~","Multimorbidity",3,3,"",0,-0.00935488611884856,0.00928902997162957,-1.00708966893423,0.313891685376609,-0.0275610503145556,0.00885127807685851,-0.00599141687768764,-0.0103443317603283,-0.00599141687768764,0.0964520044830824
"660","MEM_BL","~","Education",3,3,"",0,0.107482525817353,0.00724413530151604,14.8371781232274,0,0.0932842815272465,0.12168077010746,0.0688381035383304,0.147843051681611,0.0688381035383304,0.0439200161786909
"661","MEM_BL","~","Income",3,3,"",0,0.0770991332001757,0.0155976024523554,4.9430118145198,7.69248201804018e-07,0.0465283941483855,0.107669872251966,0.0493787997033872,0.056444517869821,0.0493787997033872,0.107783693797644
"662","MEM_BL","~","BMI",3,3,"",0,-0.0018566358953865,0.00239820162395072,-0.774178399699326,0.438825299993596,-0.00655702470599538,0.00284375291522239,-0.00118909834903565,-0.00749884972664908,-0.00118909834903565,0.0456689754971508
"663","MEM_BL","~","Source.BL",3,3,"",0,0.209238475910272,0.0298162838513739,7.01759068813772,2.25730545366787e-12,0.150799633408756,0.267677318411788,0.134008572643613,0.0645512331210605,0.134008572643613,0.04933333239654
"664","MEM_BL","~","White",3,3,"",0,0.277051479374095,0.0676230633762143,4.09699687564797,4.18544549323219e-05,0.144512710632445,0.409590248115744,0.177439991082926,0.0372098575358491,0.177439991082926,0.0279572799583343
"665","MEM_BL","~","Smoking",3,3,"",0,-0.0140767491690886,0.00997189843926854,-1.41164185082907,0.158055443050114,-0.0336213109675461,0.00546781262936896,-0.00901557447981349,-0.0133976732493501,-0.00901557447981349,0.04543355739879
"666","MEM_BL","~","Alcohol",3,3,"",0,0.0290251042489952,0.00699923920972518,4.1468941665354,3.37015746900704e-05,0.0153068474787532,0.0427433610192371,0.0185893764247637,0.0410128317942142,0.0185893764247637,0.0714149719689587
"667","MEM_BL","~","Depression",3,3,"",0,-0.0122775879414753,0.00291414698204658,-4.21309838423212,2.51891276756844e-05,-0.0179892110719427,-0.00656596481100796,-0.00786328627364452,-0.0404530868192864,-0.00786328627364452,0.0469987380744548
"668","MEM_BL","~","Age_BL",3,3,"",0,-0.103666624657124,0.0280273726375527,-3.69876356224079,0.000216652301847198,-0.158599265608011,-0.0487339837062377,-0.0663941769822478,-0.0357350885903459,-0.0663941769822478,0.0455951495897481
"669","MEM_BL","~","Language_BL",3,3,"",0,-0.235830183573788,0.0379765489327415,-6.20988979255213,5.30217647565223e-10,-0.310262851739084,-0.161397515408492,-0.151039459399221,-0.0576008319712565,-0.151039459399221,0.0302331121739404
"670","MEM_DELTA","~","Age_BL",3,3,"",0,-0.186547538238143,0.0295398058283762,-6.31512405064437,2.69944955277879e-10,-0.244444493772067,-0.128650582704219,-0.110056127990232,-0.0592350965460862,-0.110056127990232,0.207018744502467
"671","MEM_DELTA","~","Language_FU1",3,3,"",0,-0.0381179313733774,0.0401166699084662,-0.950176858157736,0.342022395332974,-0.116745159573653,0.0405092968268981,-0.0224881656095397,-0.00856252008847472,-0.0224881656095397,0.193270138219825
"672","MEM_BL","~","Material_deprivation",3,3,"c112c",0,-0.483805252059161,0.39798375573764,-1.21564070162224,0.224121822220273,-1.26383907973692,0.2962285756186,-0.309857214280868,-0.0123005983314572,-0.309857214280868,0.0758399758084131
"673","MEM_BL","~","Social_deprivation",3,3,"c122c",0,-0.265344519797239,0.381229161121319,-0.696023669901785,0.486414006501218,-1.01253994545144,0.481850905856963,-0.169942168629069,-0.00685598877809003,-0.169942168629069,0.0860448719976538
"674","MEM_BL","~","Physical_activity",3,3,"b12c",0,0.0432018572039427,0.0186199815861963,2.3201879660273,0.020330711306632,0.00670736390219887,0.0796963505056865,0.0276689991851031,0.0228728351184883,0.0276689991851031,0.135531761160103
"675","MEM_BL","~","MatINT",3,3,"int5c",0,0.238084649509097,0.460125867106902,0.517433742654122,0.604853410032173,-0.663745478375694,1.13991477739389,0.152483351402115,0.00504123672454964,0.152483351402115,0.171373225279327
"676","MEM_BL","~","SocINT",3,3,"int6c",0,-0.142606174077041,0.450194130097551,-0.316765956157937,0.75142119796681,-1.02497045511958,0.739758106965497,-0.0913333446685305,-0.00309808163624732,-0.0913333446685305,0.172932603056693
"677","MEM_DELTA","~","Material_deprivation",3,3,"c212c",0,-0.857105041678108,0.421757819792431,-2.0322208657564,0.0421313014536735,-1.68373517866941,-0.0304749046868088,-0.50566018216536,-0.0200735129161445,-0.50566018216536,0.241649426536895
"678","MEM_DELTA","~","Social_deprivation",3,3,"c222c",0,0.036649834803227,0.399513994020718,0.0917360476772846,0.926907756229215,-0.746383204797131,0.819682874403585,0.0216220430889614,0.000872299594462993,0.0216220430889614,0.232956787737645
"679","MEM_DELTA","~","Physical_activity",3,3,"b22c",0,0.0375183423370886,0.0189113082481237,1.98391046483054,0.0472658221062645,0.000452859270230928,0.0745838254039463,0.0221344303185647,0.0182976323693983,0.0221344303185647,0.22711270946344
"680","MEM_DELTA","~","MatINT",3,3,"int7c",0,1.451082419956,0.466189014210517,3.112648251511,0.00185416862120547,0.53736874211516,2.36479609779685,0.856084803066029,0.0283029334603506,0.856084803066029,0.255876015925394
"681","MEM_DELTA","~","SocINT",3,3,"int8c",0,-0.128098229901827,0.460328019003949,-0.278275978462064,0.78080051455253,-1.03032456822424,0.774128108420582,-0.0755732041202303,-0.00256348824984976,-0.0755732041202303,0.270883998016014
"682","EF_DELTA","~~","MEM_DELTA",3,3,"",0,0.238656863077068,0.0535249380945532,4.45879755443107,8.24207202998473e-06,0.133749912137008,0.343563814017128,0.167963855433919,0.167963855433919,0.167963855433919,0.251641703190405
"683","Multimorbidity","~~","Multimorbidity",3,3,"",0,2.98088899956313,0.0395060564953872,75.4539750104186,0,2.90345855166097,3.0583194474653,2.98088899956313,1,2.98088899956313,0.0693030848521201
"684","Multimorbidity","~~","Education",3,3,"",0,-0.518990961507031,0.0348826984942191,-14.8781769734082,0,-0.58735979423927,-0.450622128774792,-0.518990961507031,-0.139963524790974,-0.518990961507031,0.0582924885617714
"685","Multimorbidity","~~","Income",3,3,"",0,-0.420292037045918,0.0191680040955348,-21.9267501692482,0,-0.457860634728683,-0.382723439363154,-0.420292037045918,-0.212959501137967,-0.420292037045918,0.0942420297256803
"686","Multimorbidity","~~","BMI",3,3,"",0,2.99907966068089,0.106025578266438,28.2863787183912,0,2.79127334583863,3.20688597552314,2.99907966068089,0.275447113002447,2.99907966068089,0.0726363978766363
"687","Multimorbidity","~~","Source.BL",3,3,"",0,-0.0050936458201782,0.00768198344845089,-0.663063888949846,0.507289636923363,-0.0201500567089747,0.00996276506861835,-0.0050936458201782,-0.00612468672817583,-0.0050936458201782,0.0419621230008101
"688","Multimorbidity","~~","White",3,3,"",0,0.00406762261632322,0.00336749274075157,1.20790835481219,0.227082515552625,-0.00253254187374992,0.0106677871063964,0.00406762261632322,0.0112346940754686,0.00406762261632322,0.0550185201280579
"689","Multimorbidity","~~","Smoking",3,3,"",0,0.195394677362885,0.0239554794560115,8.15657552259309,4.44089209850063e-16,0.148442800396713,0.242346554329057,0.195394677362885,0.0761559518819405,0.195394677362885,0.0569551796018606
"690","Multimorbidity","~~","Alcohol",3,3,"",0,-0.593908428637048,0.0363548338820809,-16.336436319952,0,-0.665162593709863,-0.522654263564233,-0.593908428637048,-0.155916347145522,-0.593908428637048,0.0809727977987722
"691","Multimorbidity","~~","Depression",3,3,"",0,2.18981248740913,0.0857698054359231,25.5312749781751,0,2.02170675779371,2.35791821702455,2.18981248740913,0.246539463353922,2.18981248740913,0.0701499954269807
"692","Multimorbidity","~~","Age_BL",3,3,"",0,0.223329024325237,0.00885706848613111,25.2147789841456,0,0.205969489083815,0.240688559566658,0.223329024325237,0.240329672762239,0.223329024325237,0.0482785125921935
"693","Multimorbidity","~~","Language_BL",3,3,"",0,-0.0135028463945932,0.00613323589529151,-2.20158601839517,0.0276945644486684,-0.0255237678580528,-0.00148192493113353,-0.0135028463945932,-0.0205075647425426,-0.0135028463945932,0.0575662725402012
"694","Multimorbidity","~~","Language_FU1",3,3,"",0,-0.0134969163797319,0.00614920490330438,-2.19490431559356,0.0281704621954904,-0.0255491365237655,-0.00144469623569818,-0.0134969163797319,-0.0205311881308484,-0.0134969163797319,0.065399177817791
"695","Multimorbidity","~~","Material_deprivation",3,3,"",0,0.00727917660896543,0.0006523713767372,11.158025732784,0,0.00600055220601571,0.00855780101191516,0.00727917660896543,0.106204942776986,0.00727917660896543,0.0876098694045518
"696","Multimorbidity","~~","Social_deprivation",3,3,"",0,0.00704380928092934,0.000661355986376293,10.6505564718992,0,0.00574757536667184,0.00834004319518684,0.00704380928092934,0.101126678752391,0.00704380928092934,0.0840874232674756
"697","Multimorbidity","~~","Physical_activity",3,3,"",0,-0.232593429352065,0.014098757463259,-16.4974417042208,0,-0.260226486206818,-0.204960372497312,-0.232593429352065,-0.162966369655158,-0.232593429352065,0.140104514479477
"698","Multimorbidity","~~","MatINT",3,3,"",0,-0.00194406416891446,0.000572337042105769,-3.39671212221695,0.000682006747492636,-0.00306582415845995,-0.000822304179368967,-0.00194406416891446,-0.0340583050483938,-0.00194406416891446,0.186028191393196
"699","Multimorbidity","~~","SocINT",3,3,"",0,-0.00459599720764346,0.000587125408762487,-7.82796509749198,4.88498130835069e-15,-0.00574674186322629,-0.00344525255206063,-0.00459599720764346,-0.0784771745400202,-0.00459599720764346,0.181713496063
"700","Education","~~","Education",3,3,"",0,4.61258138968298,0.0590295846672459,78.1401633720522,0,4.49688552971282,4.72827724965314,4.61258138968298,1,4.61258138968298,0.00180338852491468
"701","Education","~~","Income",3,3,"",0,0.824635776439089,0.0238736473603742,34.5416753456713,0,0.777844287433146,0.871427265445033,0.824635776439089,0.335899155880392,0.824635776439089,0.0381520416933148
"702","Education","~~","BMI",3,3,"",0,-1.92996932185597,0.124079021341328,-15.5543564173257,0,-2.17315973492195,-1.68677890878999,-1.92996932185597,-0.142495618244055,-1.92996932185597,0.006288643772004
"703","Education","~~","Source.BL",3,3,"",0,-0.114133279565662,0.00941639039257955,-12.120703879865,0,-0.132589065599487,-0.0956774935318373,-0.114133279565662,-0.110323571787329,-0.114133279565662,0.00136697459526469
"704","Education","~~","White",3,3,"",0,-0.0197666903388577,0.00408124778707007,-4.84329581788225,1.27702943863994e-06,-0.0277657890134988,-0.0117675916642165,-0.0197666903388577,-0.0438889748964941,-0.0197666903388577,0.00266508772443674
"705","Education","~~","Smoking",3,3,"",0,-0.747410626826231,0.0297195866389769,-25.1487557988445,0,-0.805659946274044,-0.689161307378419,-0.747410626826231,-0.234180792307642,-0.747410626826231,0.00562117857533884
"706","Education","~~","Alcohol",3,3,"",0,0.785164436691524,0.0441107354129646,17.7998491600926,0,0.698708983950538,0.87161988943251,0.785164436691524,0.165704256361873,0.785164436691524,0.0310181226192536
"707","Education","~~","Depression",3,3,"",0,-1.30451096319005,0.100816976926546,-12.9393977379475,0,-1.50210860699629,-1.10691331938382,-1.30451096319005,-0.118066892425211,-1.30451096319005,0.00458595017195162
"708","Education","~~","Age_BL",3,3,"",0,-0.104191463152736,0.0104990432678708,-9.9239007302297,0,-0.12476920982989,-0.0836137164755816,-0.104191463152736,-0.0901353696878786,-0.104191463152736,0.00109238759819497
"709","Education","~~","Language_BL",3,3,"",0,-0.0458875998448308,0.0074248219629345,-6.18029631874091,6.3981397957491e-10,-0.0604399834838044,-0.0313352162058572,-0.0458875998448308,-0.0560254027829776,-0.0458875998448308,0.00219237398527616
"710","Education","~~","Language_FU1",3,3,"",0,-0.045435345901895,0.00744054638473143,-6.1064528802793,1.01869690460887e-09,-0.0600185488412683,-0.0308521429625217,-0.045435345901895,-0.0555615362139062,-0.045435345901895,0.00958224813336161
"711","Education","~~","Material_deprivation",3,3,"",0,-0.0228826029870642,0.00081050350778274,-28.2325773637466,0,-0.0244711606716618,-0.0212940453024667,-0.0228826029870642,-0.268391513533536,-0.0228826029870642,0.0303193908960113
"712","Education","~~","Social_deprivation",3,3,"",0,-0.00757734010946205,0.000800439307734211,-9.46647676625362,0,-0.00914617232443127,-0.00600850789449282,-0.00757734010946205,-0.0874532226247652,-0.00757734010946205,0.0349334718514176
"713","Education","~~","Physical_activity",3,3,"",0,0.160750057991578,0.0169812118166981,9.46634785118858,0,0.127467494417004,0.194032621566152,0.160750057991578,0.090542518038142,0.160750057991578,0.0991018055968986
